Spielzeit;DrehRichtung;Zahl;Geschwindigkeit;gr. Serie;kl. Serie;Orphelins;Im-/Pair;Kolonne;Manque / Passe
28.02.18 23:09;R;24;17;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 23:10;L;32;18;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 23:12;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
28.02.18 23:13;L;4;17;WAHR;FALSCH;FALSCH;2;1;1
28.02.18 23:14;R;25;16;WAHR;FALSCH;FALSCH;1;1;2
28.02.18 23:15;L;18;17;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 23:17;R;24;19;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 23:18;L;32;19;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 23:20;R;26;18;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 23:21;L;20;18;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 23:22;R;4;19;WAHR;FALSCH;FALSCH;2;1;1
28.02.18 23:24;L;20;18;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 23:25;R;33;18;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 23:27;L;31;18;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 23:28;R;31;18;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 23:30;L;32;16;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 23:32;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 23:33;L;0;16;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 23:35;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 23:36;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 23:38;R;17;19;FALSCH;FALSCH;WAHR;1;2;1
28.02.18 23:40;L;8;19;FALSCH;WAHR;FALSCH;2;2;1
28.02.18 23:41;R;24;20;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 23:44;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
28.02.18 23:45;R;30;18;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 23:46;L;8;19;FALSCH;WAHR;FALSCH;2;2;1
28.02.18 23:47;R;6;18;FALSCH;FALSCH;WAHR;2;3;1
01.03.18 19:00;L;27;18;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 19:01;R;14;17;FALSCH;FALSCH;WAHR;2;2;1
01.03.18 19:02;L;35;19;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 19:05;R;23;25;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 19:06;L;23;18;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 19:08;R;4;17;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 19:10;L;1;17;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 19:12;R;4;16;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 19:13;L;10;18;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 19:15;R;20;17;FALSCH;FALSCH;WAHR;2;2;2
01.03.18 19:17;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 19:19;R;34;18;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 19:20;L;33;18;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 19:22;R;32;18;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 19:24;L;5;19;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 19:27;R;34;17;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 19:29;L;22;14;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 19:30;R;8;16;FALSCH;WAHR;FALSCH;2;2;1
01.03.18 19:32;L;15;16;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 19:33;R;20;15;FALSCH;FALSCH;WAHR;2;2;2
01.03.18 19:34;L;4;16;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 19:35;R;9;16;FALSCH;FALSCH;WAHR;1;3;1
01.03.18 19:37;L;12;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 19:38;R;26;15;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 19:39;L;0;17;WAHR;FALSCH;FALSCH;0;0;0
01.03.18 19:40;R;15;15;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 19:41;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 19:42;R;13;15;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 19:44;L;28;16;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 19:45;R;19;15;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 19:46;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 19:48;R;12;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 19:49;L;25;15;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 19:50;R;36;15;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 19:52;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 19:53;R;36;15;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 19:55;L;26;15;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 19:56;R;34;15;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 19:57;L;19;15;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 19:58;R;0;14;WAHR;FALSCH;FALSCH;0;0;0
01.03.18 19:59;L;7;15;WAHR;FALSCH;FALSCH;1;1;1
01.03.18 20:01;R;13;16;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 20:02;L;1;18;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 20:04;R;22;18;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 20:06;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 20:07;R;3;18;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 20:08;L;17;19;FALSCH;FALSCH;WAHR;1;2;1
01.03.18 20:10;R;28;18;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 20:11;L;15;18;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 20:12;R;36;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 20:13;L;14;18;FALSCH;FALSCH;WAHR;2;2;1
01.03.18 20:15;R;8;17;FALSCH;WAHR;FALSCH;2;2;1
01.03.18 20:16;L;25;19;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 20:18;R;11;18;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 20:19;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 20:21;R;17;18;FALSCH;FALSCH;WAHR;1;2;1
01.03.18 20:22;L;22;17;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 20:24;R;20;17;FALSCH;FALSCH;WAHR;2;2;2
01.03.18 20:25;L;34;17;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 20:27;R;22;18;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 20:28;L;24;19;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 20:30;R;4;18;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 20:31;L;17;17;FALSCH;FALSCH;WAHR;1;2;1
01.03.18 20:32;R;11;14;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 20:33;L;15;16;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 20:34;R;4;13;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 20:36;L;33;15;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 20:37;R;22;15;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 20:38;L;11;15;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 20:40;R;12;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 20:41;L;13;15;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 20:42;R;36;14;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 20:45;L;12;16;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 20:46;R;13;16;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 20:47;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 20:49;R;30;19;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 20:50;L;16;19;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 20:52;R;1;18;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 20:53;L;14;19;FALSCH;FALSCH;WAHR;2;2;1
01.03.18 20:55;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 20:57;L;25;19;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 20:58;R;13;18;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 21:00;L;33;19;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 21:02;R;33;17;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 21:05;L;23;18;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 21:06;R;15;16;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 21:08;L;3;18;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 21:09;R;28;17;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 21:11;L;32;19;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 21:13;R;18;18;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 21:14;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 21:15;R;1;18;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 21:17;L;4;17;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 21:18;R;5;16;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 21:19;L;35;16;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 21:21;R;26;15;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 21:22;L;9;16;FALSCH;FALSCH;WAHR;1;3;1
01.03.18 21:23;R;20;15;FALSCH;FALSCH;WAHR;2;2;2
01.03.18 21:25;L;28;16;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 21:26;R;18;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 21:28;L;15;15;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 21:30;R;16;15;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 21:31;L;35;15;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 21:32;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 21:34;L;26;18;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 21:35;R;17;18;FALSCH;FALSCH;WAHR;1;2;1
01.03.18 21:37;L;25;18;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 21:38;R;19;18;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 21:40;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 21:41;R;4;18;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 21:42;L;19;19;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 21:44;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 21:46;L;6;18;FALSCH;FALSCH;WAHR;2;3;1
01.03.18 21:47;R;36;17;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 21:49;L;25;19;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 21:50;R;17;17;FALSCH;FALSCH;WAHR;1;2;1
01.03.18 21:51;L;24;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 21:52;R;9;18;FALSCH;FALSCH;WAHR;1;3;1
01.03.18 21:54;L;4;18;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 21:55;R;7;18;WAHR;FALSCH;FALSCH;1;1;1
01.03.18 21:56;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 21:58;R;29;18;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 21:59;L;32;18;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 22:00;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
01.03.18 22:02;L;14;17;FALSCH;FALSCH;WAHR;2;2;1
01.03.18 22:03;R;15;16;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 22:04;L;5;16;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 22:05;R;25;15;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 22:07;L;26;16;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 22:08;R;18;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 22:09;L;15;16;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 22:10;R;13;14;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 22:12;L;27;16;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 22:13;R;9;15;FALSCH;FALSCH;WAHR;1;3;1
01.03.18 22:14;L;25;15;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 22:15;R;0;16;WAHR;FALSCH;FALSCH;0;0;0
01.03.18 22:17;L;1;19;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 22:18;R;2;17;WAHR;FALSCH;FALSCH;2;2;1
01.03.18 22:19;L;4;17;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 22:21;R;16;17;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 22:22;L;21;18;WAHR;FALSCH;FALSCH;1;3;2
01.03.18 22:23;R;27;18;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 22:24;L;22;19;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 22:26;R;24;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 22:28;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
01.03.18 22:30;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 22:32;L;3;19;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 22:33;R;15;17;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 22:35;L;3;19;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 22:37;R;22;18;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 22:38;L;13;18;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 22:40;R;13;17;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 22:42;L;1;19;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 22:43;R;36;17;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 22:45;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 22:46;R;25;17;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 22:47;L;26;16;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 22:48;R;9;16;FALSCH;FALSCH;WAHR;1;3;1
01.03.18 22:49;L;1;16;FALSCH;FALSCH;WAHR;1;1;1
01.03.18 22:50;R;4;16;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 22:52;L;24;16;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 22:54;R;18;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 22:54;L;12;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 22:55;R;29;15;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 22:56;L;19;16;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 22:57;R;5;16;FALSCH;WAHR;FALSCH;1;2;1
01.03.18 22:58;L;32;16;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 22:59;R;28;15;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 23:00;L;15;18;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 23:02;R;23;17;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 23:03;L;3;19;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 23:05;R;18;17;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 23:06;L;28;17;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 23:07;R;12;18;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 23:10;L;24;17;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 23:13;R;8;16;FALSCH;WAHR;FALSCH;2;2;1
01.03.18 23:14;L;29;19;WAHR;FALSCH;FALSCH;1;2;2
01.03.18 23:16;R;33;17;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 23:18;L;36;19;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 23:20;R;24;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 23:21;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
01.03.18 23:23;R;0;17;WAHR;FALSCH;FALSCH;0;0;0
01.03.18 23:24;L;23;19;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 23:26;R;22;16;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 23:27;L;30;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 23:29;R;16;17;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 23:30;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 23:32;R;23;15;FALSCH;WAHR;FALSCH;1;2;2
01.03.18 23:33;L;20;15;FALSCH;FALSCH;WAHR;2;2;2
01.03.18 23:34;R;12;15;WAHR;FALSCH;FALSCH;2;3;1
01.03.18 23:35;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
01.03.18 23:36;R;30;16;FALSCH;WAHR;FALSCH;2;3;2
01.03.18 23:37;L;17;16;FALSCH;FALSCH;WAHR;1;2;1
01.03.18 23:38;R;15;15;WAHR;FALSCH;FALSCH;1;3;1
01.03.18 23:39;L;4;16;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 23:40;R;33;15;FALSCH;WAHR;FALSCH;1;3;2
01.03.18 23:41;L;28;17;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 23:42;R;0;16;WAHR;FALSCH;FALSCH;0;0;0
01.03.18 23:43;L;10;15;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 23:45;R;16;14;FALSCH;WAHR;FALSCH;2;1;1
01.03.18 23:46;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
01.03.18 23:48;R;26;17;WAHR;FALSCH;FALSCH;2;2;2
01.03.18 23:50;L;28;20;WAHR;FALSCH;FALSCH;2;1;2
01.03.18 23:51;R;14;18;FALSCH;FALSCH;WAHR;2;2;1
01.03.18 23:53;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
01.03.18 23:55;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
01.03.18 23:57;L;4;19;WAHR;FALSCH;FALSCH;2;1;1
01.03.18 23:59;R;15;17;WAHR;FALSCH;FALSCH;1;3;1
02.03.18 00:00;L;10;18;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 00:03;R;13;17;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 00:04;L;27;18;FALSCH;WAHR;FALSCH;1;3;2
02.03.18 00:06;R;21;16;WAHR;FALSCH;FALSCH;1;3;2
02.03.18 00:08;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
02.03.18 00:09;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 00:11;L;18;19;WAHR;FALSCH;FALSCH;2;3;1
02.03.18 00:13;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 00:15;L;20;19;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 00:16;R;0;16;WAHR;FALSCH;FALSCH;0;0;0
02.03.18 00:17;L;7;14;WAHR;FALSCH;FALSCH;1;1;1
02.03.18 00:18;R;9;15;FALSCH;FALSCH;WAHR;1;3;1
02.03.18 00:20;L;11;16;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 00:21;R;13;16;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 00:22;L;14;16;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 00:23;R;36;16;FALSCH;WAHR;FALSCH;2;3;2
02.03.18 00:24;L;9;16;FALSCH;FALSCH;WAHR;1;3;1
02.03.18 00:25;R;26;14;WAHR;FALSCH;FALSCH;2;2;2
02.03.18 00:26;L;9;15;FALSCH;FALSCH;WAHR;1;3;1
02.03.18 00:27;R;35;14;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 00:29;L;7;15;WAHR;FALSCH;FALSCH;1;1;1
02.03.18 00:30;R;13;14;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 00:31;L;20;17;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 00:33;R;13;17;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 00:34;L;36;19;FALSCH;WAHR;FALSCH;2;3;2
02.03.18 00:36;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
02.03.18 00:37;L;29;18;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 00:39;R;22;17;WAHR;FALSCH;FALSCH;2;1;2
02.03.18 00:40;L;17;19;FALSCH;FALSCH;WAHR;1;2;1
02.03.18 00:42;R;26;19;WAHR;FALSCH;FALSCH;2;2;2
02.03.18 00:44;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
02.03.18 00:45;R;13;17;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 00:47;L;9;17;FALSCH;FALSCH;WAHR;1;3;1
02.03.18 00:48;R;22;18;WAHR;FALSCH;FALSCH;2;1;2
02.03.18 00:50;L;20;19;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 00:52;R;5;19;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 00:53;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
02.03.18 00:54;R;5;17;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 19:00;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 19:01;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 19:02;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
02.03.18 19:04;R;33;17;FALSCH;WAHR;FALSCH;1;3;2
02.03.18 19:05;L;2;18;WAHR;FALSCH;FALSCH;2;2;1
02.03.18 19:07;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
02.03.18 19:08;L;32;19;WAHR;FALSCH;FALSCH;2;2;2
02.03.18 19:09;R;18;17;WAHR;FALSCH;FALSCH;2;3;1
02.03.18 19:10;L;13;19;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 19:12;R;1;17;FALSCH;FALSCH;WAHR;1;1;1
02.03.18 19:14;L;27;18;FALSCH;WAHR;FALSCH;1;3;2
02.03.18 19:17;R;1;15;FALSCH;FALSCH;WAHR;1;1;1
02.03.18 19:18;L;10;16;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 19:19;R;16;16;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 19:20;L;19;14;WAHR;FALSCH;FALSCH;1;1;2
02.03.18 19:21;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
02.03.18 19:22;L;31;15;FALSCH;FALSCH;WAHR;1;1;2
02.03.18 19:23;R;15;17;WAHR;FALSCH;FALSCH;1;3;1
02.03.18 19:24;L;11;16;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 19:25;R;16;15;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 19:26;L;8;14;FALSCH;WAHR;FALSCH;2;2;1
02.03.18 19:27;R;9;15;FALSCH;FALSCH;WAHR;1;3;1
02.03.18 19:29;L;29;15;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 19:30;R;14;16;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 19:31;L;8;15;FALSCH;WAHR;FALSCH;2;2;1
02.03.18 19:31;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
02.03.18 19:32;L;21;16;WAHR;FALSCH;FALSCH;1;3;2
02.03.18 19:34;R;27;16;FALSCH;WAHR;FALSCH;1;3;2
02.03.18 19:34;L;15;16;WAHR;FALSCH;FALSCH;1;3;1
02.03.18 19:36;R;11;16;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 19:36;L;14;15;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 19:38;R;19;15;WAHR;FALSCH;FALSCH;1;1;2
02.03.18 19:38;L;28;15;WAHR;FALSCH;FALSCH;2;1;2
02.03.18 19:39;R;22;16;WAHR;FALSCH;FALSCH;2;1;2
02.03.18 19:42;L;33;16;FALSCH;WAHR;FALSCH;1;3;2
02.03.18 19:43;R;26;16;WAHR;FALSCH;FALSCH;2;2;2
02.03.18 19:45;L;0;15;WAHR;FALSCH;FALSCH;0;0;0
02.03.18 19:46;R;23;16;FALSCH;WAHR;FALSCH;1;2;2
02.03.18 19:47;L;1;19;FALSCH;FALSCH;WAHR;1;1;1
02.03.18 19:48;R;19;19;WAHR;FALSCH;FALSCH;1;1;2
02.03.18 19:50;L;7;19;WAHR;FALSCH;FALSCH;1;1;1
02.03.18 19:52;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
02.03.18 19:53;L;22;19;WAHR;FALSCH;FALSCH;2;1;2
02.03.18 19:55;R;34;19;FALSCH;FALSCH;WAHR;2;1;2
02.03.18 19:57;L;0;20;WAHR;FALSCH;FALSCH;0;0;0
02.03.18 19:59;R;5;20;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 20:02;L;20;16;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 20:04;R;17;16;FALSCH;FALSCH;WAHR;1;2;1
02.03.18 20:05;L;18;16;WAHR;FALSCH;FALSCH;2;3;1
02.03.18 20:08;R;2;15;WAHR;FALSCH;FALSCH;2;2;1
02.03.18 20:10;L;10;15;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 20:12;R;15;16;WAHR;FALSCH;FALSCH;1;3;1
02.03.18 20:14;L;10;16;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 20:17;R;29;16;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 20:20;L;23;14;FALSCH;WAHR;FALSCH;1;2;2
02.03.18 20:22;R;8;16;FALSCH;WAHR;FALSCH;2;2;1
02.03.18 20:25;L;35;15;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 20:28;R;21;16;WAHR;FALSCH;FALSCH;1;3;2
02.03.18 20:30;L;14;16;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 20:32;R;18;19;WAHR;FALSCH;FALSCH;2;3;1
02.03.18 20:34;L;14;20;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 20:35;R;34;19;FALSCH;FALSCH;WAHR;2;1;2
02.03.18 20:39;L;10;20;FALSCH;WAHR;FALSCH;2;1;1
02.03.18 20:41;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 20:42;L;5;20;FALSCH;WAHR;FALSCH;1;2;1
02.03.18 20:45;R;4;20;WAHR;FALSCH;FALSCH;2;1;1
02.03.18 20:47;L;35;20;WAHR;FALSCH;FALSCH;1;2;2
02.03.18 20:50;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 20:52;L;14;19;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 20:53;R;14;19;FALSCH;FALSCH;WAHR;2;2;1
02.03.18 20:55;L;7;21;WAHR;FALSCH;FALSCH;1;1;1
02.03.18 20:57;R;24;17;FALSCH;WAHR;FALSCH;2;3;2
02.03.18 20:58;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
02.03.18 21:00;R;6;17;FALSCH;FALSCH;WAHR;2;3;1
02.03.18 21:01;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 21:02;R;20;15;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 21:04;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
02.03.18 21:05;R;15;15;WAHR;FALSCH;FALSCH;1;3;1
02.03.18 21:07;L;12;18;WAHR;FALSCH;FALSCH;2;3;1
02.03.18 21:08;R;20;17;FALSCH;FALSCH;WAHR;2;2;2
02.03.18 21:09;L;12;17;WAHR;FALSCH;FALSCH;2;3;1
02.03.18 21:10;R;0;17;WAHR;FALSCH;FALSCH;0;0;0
02.03.18 21:11;L;31;18;FALSCH;FALSCH;WAHR;1;1;2
02.03.18 21:12;R;9;17;FALSCH;FALSCH;WAHR;1;3;1
